trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
71,False,"{'a': 0.7, 'e': 0.014084507042253521}",30,15,21.416081563107102,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.7, 'e': 0.013888888888888888}",30,5,-68.94937950997897,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",1
73,False,"{'a': 0.7, 'e': 0.0136986301369863}",25,0,33.607240964761445,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
74,False,"{'a': 0.7, 'e': 0.013513513513513514}",30,0,38.17094235300699,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
75,False,"{'a': 0.7, 'e': 0.013333333333333334}",25,1,-19.281521220954858,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 0}",1
76,False,"{'a': 0.7, 'e': 0.013157894736842105}",25,11,11.827233995861238,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.7, 'e': 0.012987012987012988}",25,5,-9.33988666613477,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
78,False,"{'a': 0.7, 'e': 0.01282051282051282}",25,0,-17.64310308458567,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
79,False,"{'a': 0.7, 'e': 0.012658227848101266}",20,11,16.42487114566103,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.7, 'e': 0.0125}",20,15,9.31423665799481,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.7, 'e': 0.012345679012345678}",25,0,6.048371238072685,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
82,False,"{'a': 0.7, 'e': 0.012195121951219513}",25,4,34.356225384557725,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.7, 'e': 0.012048192771084338}",25,6,13.752483932506355,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.7, 'e': 0.011904761904761904}",30,14,21.19530145588681,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.7, 'e': 0.011764705882352941}",20,12,11.033545345009754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.7, 'e': 0.011627906976744186}",25,0,21.54000602675311,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
87,False,"{'a': 0.7, 'e': 0.011494252873563218}",20,7,1.6474006408029576,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
